"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","2001","Stratum_2"," [g]",44580.063691444,14904.1863685329,0.334324025907423
"1","2002","Stratum_2"," [g]",45482.4436161074,14869.0638640026,0.326918755498371
"1","2003","Stratum_2"," [g]",40375.9298123629,12838.7346033948,0.317979911869761
"1","2004","Stratum_2"," [g]",29351.5166967701,9493.82152655426,0.323452502459574
"1","2005","Stratum_2"," [g]",42460.1382478334,14041.2124369343,0.330691632584376
"1","2006","Stratum_2"," [g]",41948.854651466,13195.7827546555,0.314568368178185
"1","2007","Stratum_2"," [g]",83705.1730737988,25937.1965831694,0.309863723240878
"1","2008","Stratum_2"," [g]",54858.7869371452,16602.161479499,0.302634498617715
"1","2009","Stratum_2"," [g]",39512.1597875216,11179.6334322931,0.282941592978264
"1","2010","Stratum_2"," [g]",45763.3876099409,12926.5133893641,0.282464084598409
"1","2011","Stratum_2"," [g]",52949.9911333265,16136.7036160571,0.304753660400534
"1","2012","Stratum_2"," [g]",49512.3376849189,14895.123096969,0.300836595350373
"1","2013","Stratum_2"," [g]",37602.4349158168,11007.5297671019,0.292734494235421
"1","2014","Stratum_2"," [g]",34532.7059177788,10480.7637084964,0.303502532742459
"1","2015","Stratum_2"," [g]",43721.0979532186,13440.1017556725,0.307405403451974
"1","2016","Stratum_2"," [g]",42361.0125182867,12856.2329412626,0.303492106939436
"1","2017","Stratum_2"," [g]",36320.4952250384,11923.9947953959,0.328299345080948
"1","2018","Stratum_2"," [g]",30504.0955083359,9527.06774762653,0.312320938839936
"1","2019","Stratum_2"," [g]",35493.00147505,10759.4487658822,0.303142825873593
"1","2020","Stratum_2"," [g]",35209.0981996444,12762.3729456864,0.362473724073265
"1","2021","Stratum_2"," [g]",35119.309335889,13520.2612806025,0.384980842057332
"1","1985","Stratum_3"," [g]",12874.8854010287,4237.10126765007,0.329098173356287
"1","1986","Stratum_3"," [g]",13074.9245926163,4483.52290068259,0.342910038901068
"1","1987","Stratum_3"," [g]",11744.7971364631,3972.75972986775,0.338256990198141
"1","1988","Stratum_3"," [g]",7271.64971081632,2366.71335944896,0.325471310303707
"1","1989","Stratum_3"," [g]",8113.76112692517,2596.43489526586,0.32000386191426
"1","1990","Stratum_3"," [g]",12014.6398035762,3872.77281953136,0.322337821428371
"1","1991","Stratum_3"," [g]",7244.98233620762,2422.87944786881,0.334421719120031
"1","1992","Stratum_3"," [g]",9983.21644319589,3085.53836328684,0.309072570032256
"1","1993","Stratum_3"," [g]",8922.91237576161,2788.39769873147,0.312498608224141
"1","1994","Stratum_3"," [g]",6175.28397973194,2119.36848308383,0.343201784734089
"1","1995","Stratum_3"," [g]",5096.95309372324,1774.526507816,0.34815437285489
"1","1996","Stratum_3"," [g]",9567.0032741469,3057.89963888218,0.31962983091535
"1","1997","Stratum_3"," [g]",7176.0454151581,2369.19139285002,0.330152786915971
"1","1998","Stratum_3"," [g]",4299.20800900288,1350.31176396329,0.31408384082269
"1","1999","Stratum_3"," [g]",7805.83493429476,2446.47309238785,0.313415939868178
"1","2000","Stratum_3"," [g]",8916.23315011381,2945.5688779631,0.330360234907664
"1","2001","Stratum_3"," [g]",8588.46628540735,3008.20897435563,0.35026148725377
"1","2002","Stratum_3"," [g]",8758.32323320308,2994.3725931315,0.341888796908035
"1","2003","Stratum_3"," [g]",7443.14460634243,2411.95570436054,0.324050630738153
"1","2004","Stratum_3"," [g]",5515.3336864783,1893.74901351442,0.343360732308408
"1","2005","Stratum_3"," [g]",7679.51865899026,2613.32083865018,0.340297478877901
"1","2006","Stratum_3"," [g]",8098.82778714706,2683.86088857127,0.33138880824588
"1","2007","Stratum_3"," [g]",27568.6501706352,8859.10749793339,0.321347162196924
"1","2008","Stratum_3"," [g]",10774.2295458289,3159.29949145027,0.293227416216816
"1","2009","Stratum_3"," [g]",8139.2145965172,2290.17017440435,0.281374836262989
"1","2010","Stratum_3"," [g]",7436.34888119018,2125.21489044926,0.28578741051605
"1","2011","Stratum_3"," [g]",7645.48801678868,2286.80782422035,0.299105540313289
"1","2012","Stratum_3"," [g]",7451.95110404745,2221.09634614829,0.298055678994179
"1","2013","Stratum_3"," [g]",6125.19301174718,1762.58519122295,0.287759942885486
"1","2014","Stratum_3"," [g]",6277.94167883385,1857.74669526302,0.295916526514801
"1","2015","Stratum_3"," [g]",9422.81090029098,2702.08495751836,0.286759968560435
"1","2016","Stratum_3"," [g]",6826.86730940337,1987.23194549624,0.291089874086028
"1","2017","Stratum_3"," [g]",7337.79066576277,2236.27450403799,0.304761283866024
"1","2018","Stratum_3"," [g]",5354.69553354134,1685.35744423093,0.31474384186253
"1","2019","Stratum_3"," [g]",5480.25701912286,1677.69521374672,0.306134403531177
"1","2020","Stratum_3"," [g]",7426.62383112422,2227.8318542951,0.299979089415904
