"","Acadian redfish..M","Acadian redfish..S","Alewife..M","American plaice..L","American plaice..M","American plaice..S","American shad..L","American shad..M","American shad..S","Atlantic cod..L","Atlantic cod..M","Atlantic cod..S","Atlantic cod..XL","Atlantic croaker..M","Atlantic croaker..S","Atlantic halibut..L","Atlantic halibut..M","Atlantic herring..L","Atlantic herring..M","Atlantic herring..S","Atlantic mackerel..L","Atlantic mackerel..M","Atlantic mackerel..S","Barndoor skate..L","Barndoor skate..M","Barndoor skate..S","Barndoor skate..XL","Black sea bass..M","Black sea bass..S","Blackbelly rosefish..M","Blackbelly rosefish..S","Blueback herring..M","Blueback herring..S","Blueback herring..XS","Bluefish..L","Bluefish..M","Bluefish..S","Buckler dory..M","Buckler dory..S","Butterfish..S","Butterfish..XS","Clearnose skate..L","Clearnose skate..M","Cunner..M","Cusk..L","Fawn cusk-eel..M","Fawn cusk-eel..S","Fourbeard rockling..M","Fourbeard rockling..S","Fourspot flounder..L","Fourspot flounder..M","Fourspot flounder..S","Goosefish..L","Goosefish..M","Goosefish..S","Goosefish..XL","Gulf stream flounder..S","Haddock..L","Haddock..M","Haddock..S","Little skate..M","Little skate..S","Longfin squid..M","Longfin squid..S","Longhorn sculpin..M","Longhorn sculpin..S","Northern kingfish..M","Northern sand lance..M","Northern searobin..M","Northern searobin..S","Northern shortfin squid..M","Northern shortfin squid..S","Ocean pout..L","Ocean pout..M","Ocean pout..S","Offshore hake..M","Offshore hake..S","Pollock..L","Pollock..M","Pollock..S","Pollock..XL","Red hake..L","Red hake..M","Red hake..S","Rosette skate..M","Rosette skate..S","Scup..M","Scup..S","Sea raven..L","Sea raven..M","Sea raven..S","Silver hake..L","Silver hake..M","Silver hake..S","Smooth dogfish..L","Smooth dogfish..M","Smooth skate..M","Smooth skate..S","Spiny dogfish..L","Spiny dogfish..M","Spiny dogfish..S","Spot..S","Spotted hake..M","Spotted hake..S","Striped bass..L","Striped bass..M","Striped searobin..L","Striped searobin..M","Striped searobin..S","Summer flounder..L","Summer flounder..M","Summer flounder..S","Thorny skate..L","Thorny skate..M","Thorny skate..S","Thorny skate..XL","Weakfish..M","Weakfish..S","White hake..L","White hake..M","White hake..S","Windowpane..M","Windowpane..S","Winter flounder..L","Winter flounder..M","Winter flounder..S","Winter skate..L","Winter skate..M","Winter skate..S","Winter skate..XL","Witch flounder..L","Witch flounder..M","Witch flounder..S","Yellowtail flounder..L","Yellowtail flounder..M","Yellowtail flounder..S"
"Barndoor skate..L",0.281798927776547,0.112319700103429,0.0585830181210785,0.0241409213209756,0.113906306217747,0.122757839357228,0.0849453172304107,0.0815324366051706,0.109602244081559,0.378444526594259,0.451122946039623,0.188799065504731,0.327530069741565,0.308464941133557,0.23899803048834,0.340986528682059,0.371118070483466,0.194487094312546,0.136850486496302,0.111024406984683,0.0485162035602612,0.24482475724416,0.0700327363892361,0,0.593307851199633,0.108650096505289,0.717181164446663,0.575236130623383,0.482535965691763,0.287874258745514,0.308226713781051,0.0604729302074104,0.0714829198236901,0.0685910343787761,0.205023451308452,0.192391986019499,0.175439315636666,0.223301744772006,0.135042552482091,0.103529154053438,0.0562965191868685,0.615058534923096,0.662288116638992,0.290137278488747,0.243771710537672,0.123996316772206,0.098274835769816,0.123054420354076,0.0933398561901155,0.155465384629583,0.431136192043891,0.328949792885444,0.281464105670603,0.300332571476382,0.288582609635934,0.224074161199598,0.106598423651577,0.265973342475337,0.243398046018274,0.158414235944778,0.353017734873493,0.110268470190656,0.185848588544472,0.179189996240142,0.51364470336694,0.388223014465803,0.201511508501036,0.0135306021672873,0.42363840656013,0.284308326594123,0.117085230140338,0.186148413002837,0.108644962013347,0.0971128388041655,0.0760733959384203,0.249253889182147,0.124037058820989,0.323180816269757,0.238871130259098,0.144110247126121,0.311746248651302,0.399388069865431,0.427907224676806,0.191851540084689,0.399770186524995,0.28025579627289,0.0719981718513567,0.129173727255412,0.309080516068268,0.370346533791481,0.364414338255223,0.219656964685671,0.346205974759358,0.240625414857618,0.663830724877084,0.526518550120427,0.273081643077546,0.149370095744997,0.246765176925841,0.231586486398829,0.152653718352112,0.0516476569088549,0.308456534081286,0.332051545267682,0.155929952159431,0.0729338026151534,0.61564972556076,0.509513047231551,0.295751059793543,0.240165675765594,0.282580612768954,0.303306407472363,0.383777948506588,0.295250051635969,0.14707922486326,0.334062278510944,0.184546114013699,0.242304355846528,0.314004778781974,0.347527062836965,0.220078415543913,0.26122567881003,0.118759513645154,0.0250564575939906,0.0413230328279085,0.0634592968384653,0.290344711500654,0.190749154913739,0.0907724098948194,0.275755401618962,0.0360372792564703,0.0646368948915423,0.0405739253973099,0.0413229167260889,0.0468446689849769,0.128779766804281
"Barndoor skate..M",0.280726066082137,0.267936589234859,0.167347491653867,0.0318010112194574,0.148709821903053,0.10530489701673,0.119581574177056,0.123793488517805,0.257545218433403,0.221727776775439,0.384902807224401,0.363432686822291,0.146012018688488,0.317736082357705,0.221554456951442,0.174012843933433,0.29345128588542,0.121622413547837,0.216302459470486,0.193117851581929,0.089301080142913,0.162548803591924,0.166586902308511,0.593307851199633,0,0.393855233684379,0.44635054758044,0.537180921167216,0.536665868588048,0.174688465603881,0.307965042184609,0.093362422611331,0.155771952711274,0.175634772258491,0.055797845436297,0.0572588272577028,0.0614950478554109,0.0665160259107797,0.199020322255981,0.243857862672481,0.138901262354946,0.510306432450994,0.603760516873723,0.390118993695496,0.0795705398813398,0.207634027498096,0.160966139837235,0.324848375394736,0.213244232081417,0.0599092017392004,0.33719156267534,0.467000308735192,0.0492548974393952,0.0580015136468995,0.0657388222461955,0.045342962299437,0.175696971734656,0.196024306356884,0.306498301102671,0.305406356471799,0.427312294604405,0.276401515665743,0.0674892797103186,0.0786300492195405,0.537409162624723,0.48337512329786,0.265321704817276,0.0205123824857716,0.480511445439755,0.394679623803058,0.0552831945663818,0.144614943441693,0.132535180689474,0.138579304293035,0.131568221681857,0.23397221335804,0.253261896614838,0.309900965448429,0.260814852734321,0.308206121994641,0.234629426991857,0.265335972020173,0.464865177624604,0.460327682264848,0.610291960450963,0.4285318742236,0.113419694342101,0.182137867171782,0.168869354561799,0.159796349109093,0.167823157326779,0.0364792624694192,0.205975615345606,0.371261847607314,0.503286857931738,0.52956091852795,0.394942153205774,0.37757482626395,0.090208061951415,0.116605391932033,0.179125822965647,0.107251920018985,0.204378461859136,0.367880147570915,0.0744570907854988,0.118110316024203,0.525793287557231,0.556177400946217,0.441230417611042,0.0877909515004254,0.150521834076911,0.350132574350525,0.239811966173865,0.370876355677101,0.293075934168184,0.169657216442967,0.0912561220447449,0.223457451261739,0.107587455899578,0.301682035604313,0.531781999599767,0.413527813792042,0.308648894024666,0.0715860776176293,0.0922333803096058,0.11717102668569,0.207415235841987,0.256692176676446,0.208650181940379,0.116839669502285,0.0656804352347227,0.105922015025096,0.0685798240816539,0.10489129330356,0.114552799473969,0.214642874470123
"Barndoor skate..S",0.163232523391619,0.161629710848065,0.139186146285471,0.0252651893136022,0.0813411993048482,0.0942858389473288,0.111049254723575,0.116685324512521,0.17437294991786,0.0582310148228961,0.149520509382387,0.430921611813484,0.0292871834903986,0.15009806290077,0.278015933626496,0.0313873703721571,0.111232316631026,0.0799570481165339,0.209097607165319,0.161846302950865,0.0565147490638753,0.120731720387967,0.124601075320029,0.108650096505289,0.393855233684379,0,0.0581117143461568,0.120091461116174,0.123637332525998,0.115272855795915,0.171714592669324,0.0912965885022534,0.157197826710763,0.158916884515063,0.000798141110675221,0.00273584917712377,0.0114378539759449,0.037741515788259,0.139287607687376,0.196923659364554,0.138016492742229,0.0522092852331857,0.1221167523882,0.11167363852718,0.0568194985984658,0.234837623545911,0.322115719009499,0.355103634639675,0.252992321662023,0.0211426484811588,0.148830866583225,0.429999000930988,0.00176454502589607,0.00418173100844044,0.0125033411457461,4.1464244970757e-05,0.303700340824942,0.137393087508826,0.201027357010361,0.384471063934427,0.355511856309518,0.417456173361154,0.0441593082956154,0.0488613107782343,0.162379661782541,0.327712775518147,0.139952368338486,0.014912940172941,0.220237196115748,0.371764592560523,0.0239161304997721,0.110475132859595,0.0503786677155119,0.0761074886772163,0.284581763724165,0.149003991818509,0.158681340815794,0.159821473926153,0.164561221587333,0.271472713198193,0.137010669992695,0.13394267921198,0.273842645136848,0.428090086703639,0.317353316771126,0.394841157388151,0.24154955170506,0.294267977179864,0.00940272880402526,0.025825215393941,0.0589850805748371,0.00712283682151349,0.112536139758126,0.239912720595133,0.0446387169283203,0.0806649193538035,0.224894154582016,0.386549761815095,0.0304183853791816,0.06232679777732,0.145111174629399,0.277328971885703,0.0998201320309593,0.370645756930279,0.0232529771720769,0.0948412454753822,0.112564922208537,0.261140177831596,0.543881496975684,0.0168618617922089,0.0558372008203559,0.251833709393557,0.0949723058531685,0.181114498832898,0.38245649214643,0.0594949772397712,0.0575855355220376,0.179720444438249,0.0500926533151491,0.194795359087958,0.39130210197727,0.384895107416602,0.377677856753043,0.085391223500088,0.143395107828461,0.194960200602956,0.131594043012837,0.349054495333645,0.35420174416716,0.040940513846481,0.0653536045466464,0.0917513139923949,0.0573265897832049,0.261071518744889,0.235575334282278,0.327589380872774
"Barndoor skate..XL",0.221526394071635,0.0536072665769991,0.0261030128088789,0.0250834002203457,0.0717362973233092,0.10660532387447,0.0461909911352445,0.0394379271295462,0.046828733544882,0.420900386329776,0.417312471925368,0.110651068643135,0.452682068846574,0.290219423370958,0.225202656998712,0.513766928901264,0.418054961268987,0.234226729195577,0.0787286610836483,0.0664796721849529,0.0337342077152789,0.289223994473522,0.0288702405351218,0.717181164446663,0.44635054758044,0.0581117143461568,0,0.503215733778038,0.374850805086929,0.22663746195145,0.264911727653035,0.0292829641779849,0.0342461104532868,0.0331208408998261,0.297041122728811,0.283366904436163,0.205161452285085,0.29932982752635,0.101404509072595,0.0683863010166204,0.0256891597747494,0.56802882696597,0.55081830250375,0.187419636230776,0.312120737270178,0.0900756883260676,0.0545116958183073,0.054406960451888,0.0417191265499174,0.145425371742219,0.364273194563132,0.270791793399448,0.442093131234793,0.483455617679261,0.391508298611738,0.377533857987973,0.0824440504485365,0.272339312507018,0.193060894061319,0.090733129191429,0.320898917561872,0.0896532849496482,0.243130215571511,0.239593308274493,0.487074657173477,0.315161110570626,0.151725119607912,0.00638875470432665,0.352140228569087,0.244570681211802,0.108270522988707,0.230262614314758,0.106017601987989,0.0944853395037593,0.0688661918506898,0.172871852565305,0.0565225803584156,0.346359962320368,0.202629534681944,0.0711337666456404,0.299761096491621,0.431012476664961,0.371540340949806,0.116906583185985,0.259369711240929,0.171445594550201,0.0636362195527264,0.11081731771383,0.412664517113641,0.532077619693614,0.455554391262032,0.308736719562992,0.362507714564432,0.16477254340474,0.519463893024232,0.439741437933501,0.201993827468626,0.0776948146923839,0.353188737067317,0.293470358893331,0.11355620453597,0.03081092750945,0.325541668098966,0.293461382816927,0.168284950523238,0.0771114306432598,0.545112228580691,0.515883997400025,0.259058522031216,0.360434019160328,0.338604470910964,0.336861210645133,0.408312702077489,0.237322945428425,0.0794964118411549,0.454482225007758,0.241175907518114,0.235276402571816,0.414343479120979,0.368544050808668,0.148977934844222,0.203167581517018,0.0731213146605424,0.0234511102840727,0.0350870211155444,0.0503754418162689,0.287456935015401,0.159686537209889,0.0714541679655791,0.299171073304179,0.0277859868356873,0.0500233774698989,0.0274738516133624,0.027966210486199,0.0297696682071037,0.0932418438298502
"Black sea bass..M",0.0706839782502342,0.029251250226944,0.0378610609429912,0.0912853531739778,0.112046085428057,0.103582312463252,0.0385516771972189,0.0286299241034297,0.0415994113500433,0.346157402174953,0.368518189395969,0.221988939276866,0.281275905236879,0.402737988256835,0.300932143407132,0.249319629586292,0.221528866846841,0.0847181480922619,0.117104154209329,0.0668065803378316,0.0621465915862098,0.145570521220472,0.0884385393829586,0.575236130623383,0.537180921167216,0.120091461116174,0.503215733778038,0,0.594048717985198,0.124207702791819,0.130022232207833,0.0273560633411788,0.0601066097372487,0.01978604430523,0.11795336797331,0.184410330974532,0.10664810979953,0.124527932841949,0.122501511233296,0.134799312159916,0.0414968149649261,0.583780207220169,0.642721286925982,0.393208844328741,0.104331832311262,0.203914639330955,0.149727783881145,0.128994675474494,0.129959559061318,0.154222642789733,0.297600334314354,0.264817082152465,0.12053387422013,0.162415266896107,0.176884946568792,0.138321325617127,0.201787338997317,0.270380909854712,0.291741848158359,0.18667277950578,0.454422803112337,0.175186105088133,0.0680453749808538,0.0886446177034466,0.545432472797566,0.375263650761216,0.261272348299101,0.0170310675028281,0.515572794539248,0.345981269509155,0.0668249390704198,0.0662452208294684,0.195213142905172,0.221369352616588,0.194776244202114,0.147290558369141,0.0389260424298654,0.0984007214204076,0.0919573616491834,0.126958710569343,0.11000904310833,0.22445886398741,0.294105337635606,0.192477714695941,0.402110711765714,0.325205977360109,0.2289449425946,0.249394100558102,0.18779288451551,0.217907833748368,0.155116165554789,0.112993166557543,0.14983859925295,0.134479190053826,0.658709951205646,0.640162207598559,0.162847262744703,0.135998906058531,0.242329800187676,0.280971893924709,0.152328042056453,0.125668457075341,0.270453216337072,0.245101047398923,0.154088621710923,0.181846786741783,0.496180141937622,0.375579568856297,0.253953682154003,0.202646406716355,0.235845835472898,0.208846223871153,0.280194627196694,0.264661201832454,0.154110893986573,0.19879499198788,0.122336350890658,0.149747893918564,0.139190427077037,0.145670200347727,0.170989961068009,0.19954999173668,0.13464920749406,0.169464100164584,0.180264542285576,0.156517592084078,0.305753389566369,0.274243851435608,0.1576995064452,0.267254653112338,0.13072094627099,0.144719644828971,0.0872941739259984,0.157749002860671,0.165894119026124,0.18860488190142
"Black sea bass..S",0.109199499114723,0.0992231323381189,0.0655983366446713,0.101820554123287,0.151999975209218,0.133080745720846,0.0570586307170897,0.0460599243824066,0.0789858660920718,0.273114224381134,0.380170516890071,0.25806343553104,0.166817338018483,0.379550239899333,0.261462441108633,0.186847461662709,0.207715387514474,0.125143117034801,0.161966791357697,0.133158695868093,0.122386424594314,0.169282256557314,0.129449939636879,0.482535965691763,0.536665868588048,0.123637332525998,0.374850805086929,0.594048717985198,0,0.198928582939642,0.178706514018124,0.0462406618132917,0.0803085519940496,0.0386496398919179,0.0592479570077501,0.0663380382666352,0.0722747166765365,0.0655049548759202,0.0641245733148789,0.221947621887225,0.124162613197312,0.503243049642788,0.583515821692038,0.455672179306976,0.0841648932449016,0.214284301651133,0.169617497478566,0.167764598579953,0.149239150975512,0.0796186303152879,0.240996972325053,0.234103644049614,0.0527343808513459,0.0615182279340628,0.067281597786389,0.0499424479984204,0.217126557979418,0.286412494508694,0.336620994738607,0.221307628846785,0.448328459051658,0.185032310149526,0.0624012132124737,0.0872660594474036,0.512424061174828,0.389994950372062,0.267122998035737,0.0218717870517112,0.53058130761191,0.367600678532712,0.0673761347384156,0.0595920176279467,0.175583646262181,0.20838454939966,0.210553048602023,0.115591894493551,0.0646116304762347,0.115778264207614,0.105836680288787,0.168091099200425,0.0979614572102327,0.232396167328442,0.28992682139615,0.229783992131914,0.466931575235586,0.37484701929401,0.173017240908884,0.265872638780268,0.176553307142708,0.16197676448558,0.13678217276582,0.0531966231743182,0.121214633320243,0.163566765528873,0.563792200271778,0.704986941248217,0.185831840298083,0.175715430904447,0.136798955481773,0.163514105260631,0.130495319451577,0.128691025107644,0.20121435747684,0.245651800437532,0.0844058943188791,0.139637769881669,0.434735403003259,0.387759106716026,0.266768326024918,0.089989206480976,0.143149909571344,0.179489939288515,0.21761502380469,0.258658816871709,0.179325547780576,0.186672638525468,0.109291601726859,0.169978374277021,0.0910997469565099,0.134035081014604,0.20937883948041,0.207162731504899,0.218440031328128,0.168768118253518,0.182474074392522,0.153412101247781,0.280865599690593,0.27563117137905,0.163594518021723,0.177885139919637,0.124033076150634,0.151704981426711,0.0952499041412376,0.156104217883249,0.171288770040452,0.220596070497668
"Blackbelly rosefish..M",0.275426976523127,0.154448691041877,0.0424024264253282,0.0358628324726883,0.100347810621921,0.0933070533678046,0.085770976504146,0.0945059828993242,0.109097291321726,0.201688760743985,0.268325885256283,0.1763815739726,0.171504761574671,0.133635525247803,0.191187607872811,0.196114757122254,0.254541047014788,0.186466661820976,0.1330712594225,0.148212073116872,0.0912910498645045,0.219563874280811,0.0610260416569406,0.287874258745514,0.174688465603881,0.115272855795915,0.22663746195145,0.124207702791819,0.198928582939642,0,0.314346932472168,0.062010158855741,0.0963883311813145,0.0963228031749443,0.144948548304549,0.173691754837271,0.1739016318983,0.248293663403649,0.260526852740579,0.274754000889657,0.232254521351575,0.193927200420848,0.215621318285199,0.0711330066570729,0.186457484661416,0.108728130151637,0.0942108204721931,0.131457751051215,0.109897102241043,0.255535712775135,0.429758457746179,0.302283027020412,0.16119007408741,0.181371615075589,0.19544474524606,0.153441764711831,0.0878538770177312,0.226288052746616,0.154055424141623,0.149121696563827,0.115665812114014,0.0740778255064485,0.594649053704774,0.584400727887415,0.164821602458754,0.205735867463866,0.0591282340307849,0.0173298761163801,0.126959370460441,0.241533407006347,0.545313131617967,0.519727912176149,0.0280294035095316,0.0397762049388334,0.0610171710341911,0.334660751358276,0.135251607985032,0.26948257624857,0.247794917832155,0.158775602614031,0.271365201560339,0.274227571874748,0.308842566628474,0.175175711128813,0.175112344312259,0.107271523472986,0.0518981485772541,0.079977336530108,0.118440798993492,0.182172858344603,0.20223020450221,0.162441923677981,0.272633399130121,0.202192853476755,0.151745919217887,0.14109816590901,0.232104202801602,0.160497515761015,0.19932005462764,0.215579372361937,0.415820275511344,0.040253797208805,0.281655909174993,0.273785737704944,0.122677535903319,0.0507033701085624,0.315766419156223,0.236225412004178,0.192068268630439,0.236003847634083,0.290960692887539,0.253757978165735,0.264273985226978,0.220263695721109,0.158019506573298,0.243893063235652,0.152806414128207,0.202522940954134,0.22242369650265,0.284352098556668,0.207915434136638,0.228088663973291,0.165445711773281,0.0392196152106321,0.0438723513333766,0.0269652297298928,0.178622698049954,0.120623425996087,0.052929347548804,0.189795574225946,0.0432919294080178,0.0742484024714547,0.0605645189847696,0.0281017969208791,0.0394822759731192,0.0913637541251796
"Blackbelly rosefish..S",0.831319699683611,0.692942664242515,0.272385327808622,0.0595415907370049,0.1831647601926,0.191096855060277,0.234387773461443,0.397339412624259,0.459913374319074,0.258053057837376,0.359703749558328,0.350343962156474,0.252432361342056,0.120257763258401,0.185216522549737,0.19514106069,0.381257005029242,0.393100648726281,0.340726132112744,0.269204561445127,0.180952373959113,0.395831158006098,0.43149935885197,0.308226713781051,0.307965042184609,0.171714592669324,0.264911727653035,0.130022232207833,0.178706514018124,0.314346932472168,0,0.0882626806621212,0.176661171304858,0.191778841983984,0.169759887576943,0.175590567192537,0.158284195802406,0.234325062869643,0.377709680178396,0.259640023521039,0.181377244791467,0.187690860482307,0.21642207034984,0.152389663014845,0.234996754174477,0.161785170629113,0.131304130095238,0.506064640783641,0.493295337118952,0.117052709957594,0.343845684568755,0.413132979192901,0.235940677400436,0.239515568850932,0.245332242857431,0.183784421502583,0.11691459662597,0.246083905090298,0.210955905317298,0.456472188713853,0.126500534988119,0.0907689571043727,0.243290690146488,0.249750789740166,0.188719399500535,0.282174075688863,0.0664890672984135,0.0182354611685487,0.221942886306518,0.199325805168694,0.135838577614725,0.273171144887684,0.0363776443223732,0.0507259506976376,0.0888392330758865,0.389084581001801,0.462502998179378,0.623839819111242,0.695837548196495,0.630511129580855,0.418695988134569,0.401241067343733,0.616965700992888,0.50604818229285,0.246792074755444,0.144239582668768,0.0647705326770549,0.0906540350945307,0.151143670861428,0.20610504915474,0.252043961694573,0.239605745740695,0.427960372729707,0.720757317131406,0.121592438119653,0.128098756783954,0.576405123934489,0.517227038849172,0.208643432823924,0.216077833935514,0.309229763395161,0.0635340819725314,0.232707997306664,0.451601063763575,0.13989372312567,0.0608018077290075,0.230773738227628,0.277560444440988,0.211643706558498,0.190903253146722,0.191345858176262,0.24929032875992,0.307616717648729,0.329188195836221,0.330079654909088,0.293113665604307,0.175922596642573,0.250968527845499,0.302362325343791,0.595473989595494,0.593133898905596,0.285744242109289,0.206463170935687,0.0619463457847049,0.0733151129308282,0.0528172417681757,0.189918018746129,0.126329968605238,0.0716231259892569,0.218448371157169,0.0763241672582373,0.106113301258374,0.0660888441754746,0.0544991651010422,0.072291047229908,0.117744492219455
"Blueback herring..M",0.0860650585820413,0.121363704688068,0.403518526194543,0.0116960724881784,0.0590618335109783,0.0722723747230835,0.78040091879538,0.538317478781917,0.550909287893577,0.0204984277219475,0.0863557772044758,0.122273003720402,0.00500988781243028,0.0188177405910264,0.0650393452819423,0.00369022183343981,0.0407092360738337,0.216416058653105,0.520635742124841,0.580306496075786,0.37498022586323,0.392972987016341,0.35843190678197,0.0604729302074104,0.093362422611331,0.0912965885022534,0.0292829641779849,0.0273560633411788,0.0462406618132917,0.062010158855741,0.0882626806621212,0,0.78842226448142,0.562327865041996,0.00106196885941445,0.00294978700629167,0.0072538971695264,0.0375206923650161,0.0687542755899183,0.161560154908502,0.191872633682513,0.021141680077716,0.0659377782418284,0.0615855544158698,0.0235743568303634,0.120857342132513,0.102936800230642,0.127742256556787,0.137761508352463,0.00602931560207365,0.0723137114539768,0.100172096003672,0.00197874667647147,0.00324231418049914,0.00645103020096494,0.000725989817340511,0.0918463979554698,0.0646673827635896,0.105354800222088,0.152529894042935,0.0571152324956627,0.0706969407294676,0.03621159877184,0.0762186380448269,0.0537364612910086,0.0845342009072568,0.0173907504758909,0.858150293791994,0.106799420711687,0.091689184278304,0.0570118694414758,0.075733919724555,0.0131480539157176,0.0258904708745101,0.0669851125679868,0.0874123798267097,0.0836217632619759,0.075686398733684,0.0909077092134731,0.124232642888178,0.0647758668389166,0.0787027220740378,0.107117919520825,0.123234534212638,0.103972642243082,0.100372748838303,0.0247075174710395,0.0986763183561901,0.00159323203397976,0.0037699585655363,0.0305263102615547,0.00475667136702818,0.083365153006442,0.122982706675787,0.0201603499976705,0.0427019035563294,0.0980529692706708,0.139561973080421,0.0113693880231863,0.0380974125030317,0.0929738069819044,0.0588641685746533,0.0641225574802875,0.12798450821807,0.0136420360204332,0.0134799316390402,0.0443203781139209,0.0781041013406878,0.112323877030669,0.00457524611480231,0.0284500186390781,0.0777366460963417,0.0580742750622232,0.0964930566279276,0.107328477565769,0.0249149284677717,0.0350393930331133,0.0996813759275936,0.036772206409915,0.0837185198063212,0.0946972262735963,0.117028041530059,0.124103031774091,0.019312327974962,0.0376519253973923,0.0372854514852443,0.0283737170912528,0.0636283496100141,0.0650222474575415,0.00724164992978782,0.0324261633680542,0.0505026374060583,0.0568227279069601,0.0307047171091001,0.0445768821140426,0.0929462913742899
"Blueback herring..S",0.180320527901398,0.219058377646552,0.484968759948059,0.0164903953140386,0.0801231554622938,0.0877181247010297,0.796601830365046,0.628943084695754,0.66373494782891,0.0373378482816967,0.111702681747994,0.265822029239457,0.0154709187240173,0.0313769288550473,0.115582651988201,0.00699215348088189,0.0851128093252231,0.305576690764149,0.609960008638881,0.702907107036401,0.452600778101669,0.448579986116726,0.42449171244431,0.0714829198236901,0.155771952711274,0.157197826710763,0.0342461104532868,0.0601066097372487,0.0803085519940496,0.0963883311813145,0.176661171304858,0.78842226448142,0,0.671603999072617,0.000853309735622254,0.00209839128203937,0.00757194284169826,0.0381238708077667,0.151891850691192,0.229905089031932,0.295836932346146,0.0215714868575581,0.0786447217248496,0.0888100353021927,0.0272007145269925,0.150646461474001,0.129563937598864,0.229817959528911,0.248994450561012,0.00666108636532337,0.093833962391596,0.1793942835587,0.00211194464077979,0.00430144330714699,0.0108128527527351,0.000453126685935445,0.161950391858303,0.0985982379844847,0.151908100525998,0.259697708855222,0.100426150467456,0.114499847171181,0.0680272917795408,0.152570204164204,0.0743434643527183,0.130987001834814,0.0290521631802025,0.675200032214056,0.166392715221306,0.151905870457084,0.0887983282331088,0.132372055664062,0.0387099219620495,0.0508450028305466,0.0848347652080049,0.150747054462205,0.177350114086683,0.162955669006735,0.179724409054907,0.231736575116403,0.111603251135056,0.107992119209428,0.216806864403701,0.260892261351891,0.205680042453652,0.180213663620342,0.0446581895891035,0.136834834218767,0.00118904382663088,0.0070527262628427,0.0340386597503184,0.0063046867340546,0.14441524236119,0.248607787690763,0.028949599434026,0.0704966860975891,0.194441767298375,0.26574219260922,0.0136227680622719,0.0445984642688174,0.177321468253064,0.113978329962719,0.0719451442983917,0.23182894950958,0.0191217057556006,0.028786294705797,0.0738603530329665,0.139007833346902,0.191027919397981,0.00434838247449065,0.0395271599769828,0.105637686638772,0.0624657878373647,0.185125251599651,0.225804677102553,0.0288739086230893,0.071359490201429,0.138657720993663,0.040501657455877,0.172085039517667,0.218566053126138,0.203311824545227,0.210852027913226,0.0331832780940799,0.0543274380472296,0.05162742784963,0.0463843935168086,0.10266778460602,0.096485120830202,0.0149705621625648,0.0484364374126413,0.0669217199074179,0.0662847840616995,0.0616064033875707,0.0789992443910956,0.140714113055255
"Blueback herring..XS",0.191774337129343,0.230936486333787,0.408495493825842,0.0166943585701629,0.0591583395295244,0.0663699758266109,0.546429346542004,0.574473502037567,0.646374933848742,0.0200185672293784,0.0738735407471723,0.185987432444812,0.00711405368351359,0.00700521999622516,0.0667700748466309,0.00741446276329316,0.0858970877801699,0.269212348868475,0.523913560788351,0.615251946473633,0.465065645033506,0.380629853216446,0.347575411811819,0.0685910343787761,0.175634772258491,0.158916884515063,0.0331208408998261,0.01978604430523,0.0386496398919179,0.0963228031749443,0.191778841983984,0.562327865041996,0.671603999072617,0,0.000357503925048075,0.00122888730269766,0.00264773125794415,0.0377415157882589,0.174825344381655,0.227391602537206,0.30711326967676,0.0178317098555097,0.0536049983792092,0.0597454685184408,0.0276579761340477,0.12080340852119,0.0834040630943063,0.206702632281867,0.201326233670425,0.00561126382904242,0.0837537601897425,0.113005598145278,0.00149143182533051,0.00391824933742002,0.0108765923126729,0,0.174133282832654,0.0553055147161846,0.101784614067183,0.179349428054538,0.0496019761483496,0.0605389600220853,0.0553770588910598,0.181717072387135,0.0462556334067618,0.0971269691243734,0.00579359851807937,0.455148314234041,0.117472261897279,0.103569374923067,0.113002257365015,0.158807180290996,0.0016822285029634,0.0137889484692676,0.0557164916671707,0.157266220105204,0.191119637059304,0.183655691920587,0.190664629017778,0.184700505418545,0.132773849044545,0.100362426690733,0.20402200192157,0.214105127601618,0.166507464555708,0.112735477424112,0.0129500706160999,0.106885231715921,0.000523203914269854,0.00618495975879996,0.0312466509378067,0.0062030208992695,0.11788769506375,0.206138051636543,0.0189543159726471,0.0593301986627625,0.195670095575349,0.237991795517586,0.0105313465289505,0.0340597835556593,0.141923834882716,0.045024454957965,0.0558962245915702,0.146530000289132,0.00162690709845437,0.00170099497636256,0.072509040244324,0.0943967682618603,0.124592129393135,0.00363566723181363,0.0249471905778144,0.0698780803052464,0.0600210137365749,0.137130735497082,0.162626027811206,0.0297803608472812,0.0263714384190818,0.0942751609479036,0.040840248399661,0.165512010741914,0.196358108512447,0.125056526319546,0.113424819269358,0.00696742042360132,0.0245988447157925,0.0251148427768194,0.0156084939698252,0.0533646092991648,0.0485502583973323,0.00992605329635321,0.0209733898055171,0.040519458028476,0.0462892598241098,0.0162663893027596,0.0342619304096248,0.0831630852992536
